file CF_noEff CF_eff Delta_CF sigma_Delta_CF phase_noEff phase_Eff Delta_phase sigma_Delta_phase A_noEff Abar_noEff A_withEff Abar_withEff AxAbarRe_noEff AxAbarIm_noEff AxAbarRe_withEff AxAbarIm_withEff
autoRnd_59.out 0.351261 0.398271 0.04701 0.00691347 30.6391 27.7651 -2.87393 0.257235 0.152926 0.0140467 0.0145583 0.00139928 0.000649207 0.000384538 7.17915e-06 3.77956e-06
autoRnd_6.out 0.661889 0.639123 -0.0227653 0.0069736 9.24546 9.57886 0.333397 0.173166 0.17299 0.0111924 0.0164736 0.00105917 0.00126488 0.000205896 1.09961e-05 1.85568e-06
autoRnd_60.out 0.689755 0.68949 -0.000265471 0.00698452 51.0555 52.4774 1.42188 0.276738 0.138432 0.0139604 0.0131792 0.00134542 0.00083788 0.00103675 7.44637e-06 9.69637e-06
autoRnd_61.out 0.63817 0.635996 -0.00217332 0.00701928 105.181 106.873 1.69242 0.211319 0.136811 0.0160756 0.0130305 0.00156303 -0.000367532 0.00135456 -3.75971e-06 1.23957e-05
autoRnd_62.out 0.372996 0.35579 -0.017206 0.00700686 29.1567 28.6977 -0.459023 0.268645 0.169634 0.0107597 0.0161683 0.00101676 0.000594535 0.000331685 5.13049e-06 2.80859e-06
autoRnd_63.out 0.268694 0.314639 0.0459457 0.00680175 165.209 169.14 3.93091 0.264429 0.170949 0.0128743 0.0162731 0.00123606 -0.00057176 0.000150967 -6.21545e-06 1.19239e-06
autoRnd_64.out 0.263762 0.29753 0.0337673 0.00677654 -79.0575 -88.0582 -9.00067 0.214232 0.134143 0.0118144 0.0127573 0.00113811 7.9349e-05 -0.000410416 1.46376e-07 -4.31743e-06
autoRnd_65.out 0.556542 0.535165 -0.021377 0.00702056 -67.6093 -64.5313 3.07796 0.244022 0.136484 0.0134344 0.0129932 0.00123785 0.000388716 -0.000943529 3.70133e-06 -7.77092e-06
autoRnd_66.out 0.415796 0.395584 -0.0202111 0.00692549 -32.1619 -32.272 -0.110073 0.254517 0.160187 0.016131 0.015248 0.00152145 0.000909535 -0.00057192 7.75952e-06 -4.90005e-06
autoRnd_67.out 0.576822 0.599928 0.023106 0.00706109 23.5144 20.4611 -3.0533 0.261542 0.157906 0.0198256 0.0150489 0.00193667 0.00165583 0.000720474 1.63816e-05 6.11217e-06
autoRnd_68.out 0.61523 0.663268 0.0480381 0.00701286 105.469 102.98 -2.48964 0.192902 0.145476 0.0188263 0.0138336 0.00184276 -0.000449422 0.00162393 -3.79766e-06 1.64761e-05
autoRnd_69.out 0.593608 0.599564 0.0059562 0.0070464 138.122 137.256 -0.865535 0.283492 0.143762 0.0152023 0.0136838 0.00149727 -0.000965952 0.000866031 -9.02137e-06 8.33739e-06
autoRnd_7.out 0.184324 0.214485 0.0301605 0.00697753 145.812 132.742 -13.0699 0.285059 0.137928 0.0156251 0.013128 0.00151432 -0.0003286 0.000223214 -2.89395e-06 3.13149e-06
autoRnd_70.out 0.431403 0.390983 -0.0404201 0.006951 132.584 125.369 -7.21486 0.274718 0.152481 0.0161696 0.0145263 0.00148761 -0.000719744 0.000783153 -4.89062e-06 6.88962e-06
autoRnd_71.out 0.579793 0.569112 -0.0106816 0.00704135 -155.254 -156.413 -1.15948 0.22985 0.157659 0.0155677 0.0150235 0.00147096 -0.00129236 -0.000595689 -1.1526e-05 -5.03249e-06
autoRnd_72.out 0.320226 0.354981 0.0347557 0.00694886 -63.7966 -63.8269 -0.030278 0.270997 0.148637 0.0139457 0.0141579 0.00133954 0.000293097 -0.000595562 2.9695e-06 -6.04198e-06
autoRnd_73.out 0.218001 0.24077 0.0227684 0.00657798 17.625 -0.11736 -17.7424 0.260974 0.150983 0.0138 0.0143686 0.00132529 0.000432897 0.000137531 4.58486e-06 -9.39129e-09
autoRnd_74.out 0.545748 0.557974 0.0122256 0.0070483 24.2109 19.6556 -4.55529 0.22942 0.142793 0.0138728 0.0135931 0.00134587 0.000986002 0.000443353 9.61305e-06 3.43357e-06
autoRnd_75.out 0.665104 0.667019 0.0019155 0.00700745 40.0257 41.0551 1.02942 0.289662 0.16513 0.0142822 0.0157317 0.00138009 0.00120116 0.00100881 1.09204e-05 9.51143e-06
autoRnd_76.out 0.780577 0.787101 0.00652357 0.0070091 103.042 102.46 -0.581785 0.184328 0.160258 0.0163889 0.0152682 0.00160495 -0.00046264 0.00199727 -4.16145e-06 1.88334e-05
autoRnd_77.out 0.432287 0.447114 0.0148273 0.00702629 -163.548 -169.644 -6.0959 0.231946 0.132816 0.020502 0.0126437 0.00203586 -0.00112891 -0.000333379 -1.13215e-05 -2.06899e-06
autoRnd_78.out 0.224841 0.19214 -0.032701 0.00657134 -5.12194 -22.2741 -17.1522 0.263093 0.180276 0.0121951 0.0171594 0.00114875 0.000492336 -4.41298e-05 3.50484e-06 -1.43559e-06
autoRnd_79.out 0.591258 0.57753 -0.0137286 0.00706043 -139.071 -142.366 -3.29508 0.289673 0.176911 0.00855576 0.016849 0.000799308 -0.000676137 -0.000586293 -6.15953e-06 -4.74933e-06
autoRnd_8.out 0.126116 0.0896745 -0.0364413 0.00623935 21.6041 53.829 32.2249 0.2527 0.178705 0.0143744 0.0170148 0.00138536 0.000301206 0.000119281 1.24755e-06 1.70637e-06
autoRnd_80.out 0.768691 0.763022 -0.00566879 0.00705561 -68.1284 -69.9038 -1.77543 0.204191 0.177682 0.0158273 0.0169212 0.00145955 0.000805306 -0.00200613 6.47497e-06 -1.76974e-05
autoRnd_81.out 0.586458 0.59657 0.0101113 0.0069987 1.39933 2.97694 1.5776 0.175923 0.158907 0.013757 0.0151333 0.0013347 0.00128166 3.13083e-05 1.20335e-05 6.2579e-07
autoRnd_82.out 0.0720148 0.0314296 -0.0405853 0.00592697 -127.663 -133.409 -5.74591 0.241831 0.154145 0.0139943 0.0146732 0.00137774 -9.49206e-05 -0.000122975 -4.36631e-07 -4.61575e-07
autoRnd_83.out 0.152982 0.225265 0.0722831 0.00645473 79.0065 80.318 1.31148 0.211773 0.128278 0.0134452 0.0122175 0.00131645 5.03159e-05 0.000259009 6.09331e-07 3.57148e-06
autoRnd_84.out 0.825622 0.831332 0.00571032 0.00705954 128.934 126.792 -2.14183 0.280437 0.122935 0.0147284 0.0117022 0.00142243 -0.000939428 0.00116285 -8.28766e-06 1.10817e-05
autoRnd_85.out 0.731467 0.727238 -0.00422899 0.00703351 -170.425 -172.008 -1.58335 0.162152 0.138465 0.0168571 0.0131759 0.00164382 -0.00168354 -0.000284008 -1.55981e-05 -2.18999e-06
autoRnd_86.out 0.20579 0.193318 -0.0124711 0.00704797 -12.7165 -3.68899 9.02756 0.272602 0.199167 0.0160203 0.0189594 0.00153814 0.000640509 -0.000144539 5.62592e-06 -3.62727e-07
autoRnd_87.out 0.338279 0.357292 0.019013 0.00692801 -173.934 -171.833 2.1006 0.237741 0.189096 0.0162844 0.0180157 0.00158168 -0.00103583 -0.000110078 -1.00778e-05 -1.44625e-06
autoRnd_88.out 0.490698 0.534222 0.043524 0.00694447 -13.379 -17.0667 -3.68777 0.207455 0.186101 0.0115645 0.0177244 0.00111363 0.0010274 -0.000244363 1.00803e-05 -3.09472e-06
autoRnd_89.out 0.59335 0.572975 -0.0203753 0.00703422 7.02429 7.32401 0.299724 0.178095 0.146842 0.01506 0.0139829 0.00137206 0.00130232 0.000160465 1.09031e-05 1.40136e-06
autoRnd_9.out 0.45003 0.432375 -0.0176554 0.00688323 131.745 136.893 5.14854 0.279586 0.169593 0.0121056 0.0161643 0.00116502 -0.000615161 0.000689356 -5.94461e-06 5.56417e-06
autoRnd_90.out 0.473861 0.449459 -0.0244021 0.00700391 62.6389 58.273 -4.36592 0.274513 0.148518 0.0200291 0.0141363 0.00188762 0.000647841 0.00125189 6.30696e-06 1.02011e-05
autoRnd_91.out 0.284895 0.329338 0.0444427 0.00682771 89.6142 89.5377 -0.0764297 0.208039 0.13568 0.0176306 0.0129098 0.00173708 4.58934e-06 0.000681487 5.95868e-08 7.38527e-06
autoRnd_92.out 0.218795 0.279417 0.0606218 0.00669736 138.733 143.887 5.15335 0.269733 0.134317 0.0143688 0.0127902 0.00140676 -0.000317397 0.000278514 -4.06148e-06 2.96314e-06
autoRnd_93.out 0.532071 0.554091 0.0220208 0.00702452 -144.154 -149.294 -5.14014 0.278317 0.123683 0.0159147 0.0117796 0.00155133 -0.000848945 -0.000613322 -8.70589e-06 -5.17045e-06
autoRnd_94.out 0.451347 0.410425 -0.040922 0.00696426 -61.7719 -63.5392 -1.76725 0.23967 0.153961 0.0133372 0.0146554 0.00120948 0.000438358 -0.000816573 3.24161e-06 -6.51281e-06
autoRnd_95.out 0.167306 0.138367 -0.0289396 0.00680883 -51.6141 -61.655 -10.0409 0.275746 0.156277 0.01833 0.0148811 0.00173915 0.000297598 -0.000375665 1.70018e-06 -3.15165e-06
autoRnd_96.out 0.314377 0.348069 0.0336917 0.00701119 -24.8679 -31.062 -6.19417 0.298414 0.167405 0.0201611 0.0159486 0.00195707 0.000962662 -0.000446197 9.30626e-06 -5.60549e-06
autoRnd_97.out 0.148639 0.22614 0.0775005 0.00652483 49.0326 43.2876 -5.74502 0.265709 0.161012 0.015198 0.0153258 0.00146971 0.000238472 0.000274646 3.70782e-06 3.49255e-06
autoRnd_98.out 0.44268 0.470963 0.0282827 0.00696148 99.4923 99.7983 0.306051 0.196369 0.158075 0.0118963 0.0150489 0.00116487 -0.000137286 0.000821067 -1.40501e-06 8.13554e-06
autoRnd_99.out 0.499561 0.498096 -0.00146554 0.00704404 119.406 112.956 -6.44984 0.274624 0.146393 0.0178968 0.0139316 0.00168945 -0.000642623 0.00114021 -4.5724e-06 1.07951e-05
