|*Host*|*Location*|*ip0*|*eth0*|*ip1*|*eth1*|*Serial*|*Has ipmi*|
|vetella40|d3e03f29|10.130.31.44|00:30:59:01:C4:25|||40dlautl00205||
|vetella41|d3e03f29|10.130.31.45|00:30:59:01:C3:F5|||40dlautl00192||
|vetella42|d3e03f29|10.130.31.46|00:30:59:01:C4:24|||40dlautl00234||
|vetellc01|d3e03f42|10.130.31.30|00:30:59:01:C4:2B|||40dlautl00261||
|vetellc02|d3e02f42|10.130.31.31|00:30:59:01:C3:F7|||40dlautl00190||
|vetellc03|d3e02f42|10.130.31.32|00:30:59:01:C4:2A|||40dlautl00259||
|vetellc04|d3e02f42|10.130.31.33|00:30:59:01:C8:CA|||40dlautl00054||
|vetellc05|d3e03f29|10.130.31.47|00:30:59:01:D2:45|||40dlautl00241||
|vetellc06|d3e03f29|10.130.31.48|00:30:59:01:D2:41|||40dlautl00249||
|vetellc07|d3e03f29|10.130.31.49|00:30:59:01:d2:48|||40dlautl00188||
|vetellc08|d3e03f29|10.130.31.50|00:30:59:01:D2:42|||40dlautl00222||
|vetellc09|d3e02f42|10.130.31.51|00:30:59:01:C8:BA|||40dlautl00146||
|vetellc10|d3e02f42|10.130.31.52|00:30:59:01:C8:B7|||40dlautl00196||
|vetellc11|d3e02f42|10.130.31.53|00:30:59:03:55:23|||40dlautl00147||
|vetellc12|d3e02f42|10.130.31.54|00:30:59:01:C8:B4|||40dlautl00400||
|vetellc13|d3e02f42|10.130.31.55|00:30:59:01:C8:B5|||40dlautl00151||
|vetellc14|d3e02f42|10.130.31.56|00:30:59:01:C8:DE|||40dlautl00145||
|vetellc15|d3e02f42|10.130.31.57|00:30:59:01:C8:B3|||40dlautl00152||
|vetellc16|d3e02f42|10.130.31.58|00:30:59:01:C8:DA|||40dlautl00181||
|vetellc17|d3e02f42|10.130.31.59|00:30:59:01:C4:0E|||40dlautl00184||
|vetellc18|d3e02f42|10.130.31.60|00:30:59:01:C4:2F|||40dlautl00201||
|vetellc19|d3e02f42|10.130.31.61|00:30:59:01:C8:D9|||40dlautl00149||
|vetellc20|d3e02f42|10.130.31.62|00:30:59:01:C8:DB|||40dlautl00177||
|vetellc21|d3e02f42|10.130.31.63|00:30:59:01:C8:DF|||40dlautl00176||
|vetellc22|d3e02f42|10.130.31.64|00:30:59:01:C4:33|||40dlautl00197||
|vetellc23|d3e02f42|10.130.31.65|00:30:59:01:C8:B8|||40dlautl00166||
|vetellc24|d3e02f42|10.130.31.66|00:30:59:01:C4:2C|||40dlautl00198||
|vetellc25|d3e02f42|10.130.31.67|00:30:59:01:C8:B1|||40dlautl00170||
|vetellc26|d3e02f29|10.130.31.68|00:30:59:01:C9:5A|||40dlautl000180||
|vetellc27|d3e02f29|10.130.31.69|00:30:59:01:C3:F4|||40dlautl000132||
|vetellc28|d3e02f29|10.130.31.70|00:30:59:01:C3:F2|||40dlautl000204||
|vetellc29|d3e02f29|10.130.31.71|00:30:59:01:C4:31|||40dlautl000200||
|vetellc30|d3e02f29|10.130.31.72|00:30:59:01:C4:2D|||40dlautl000186||
|vetellc31|d3e02f29|10.130.31.73|00:30:59:01:C4:0F|||40dlautl000199||
|vetellc32|d3e02f29|10.130.31.74|00:30:59:01:C8:D1|||40dlautl000142||
|vetellc33|d3e02f29|10.130.31.75|00:30:59:01:C4:30|||40dlautl000202||
|vetellc34|d3e02f29|10.130.31.76|00:30:59:01:C8:D2|||40dlautl000183||
|vetellc35|d3e02f29|10.130.31.77|00:30:59:01:C9:59|||40dlautl000161||
|vetellc36|d3e02f29|10.130.31.78|00:30:59:01:C8:D3|||40dlautl000185||
|vetellc37|d3e02f29|10.130.31.79|00:30:59:01:C8:DC|||40dlautl000143||
|vetellc38|d3e02f29|10.130.31.80|00:30:59:01:C8:35|||40dlautl000214||
|vetellc39|d3e02f29|10.130.31.81|00:30:59:01:C8:DD|||40dlautl000232||
|vetellc40|d3e02f29|10.130.31.82|00:30:59:01:C8:E0|||40dlautl000175||
|vetellc41|d3e02f29|10.130.31.83|00:30:59:01:C8:30|||40dlautl000195||
|vetellc42|d3e02f29|10.130.31.84|00:30:59:01:C8:2F|||40dlautl000194||
|*S1*||||||||
|fmc01|S1D01|10.128.20.129|00:30:48:7E:78:7A||00:30:48:7E:78:7B|SN0100008464|<div style='background-color:green'>x</div>|
|netctrl01|S1D02|10.132.10.1|00:14:22:B0:C8:46||00:14:22:B0:C8:47||<div style='background-color:green'>x</div>|
|plus02|S1D01|10.128.20.81|00:11:43:FD:9F:B7||00:11:43:FD:9F:B8|JGSTJ1J|<div style='background-color:green'>x</div>|
|cadaqhv01|S1D01|10.128.20.125|00:04:23:C5:19:DC||00:04:23:C5:19:DD|BZDR60251249|<div style='background-color:green'>x</div>|
|condb01|S1D02|10.128.20.40|00:14:22:b0:c9:1e||00:14:22:b0:c9:1f|13H122J|<div style='background-color:green'>x</div>|
|diptn01|S1D02|10.128.2.20|00:14:22:b0:c6:cc||00:14:22:b0:c6:cd|GL3122J|<div style='background-color:green'>x</div>|
|ecs01|S1D02|10.128.20.122|00:14:22:b0:d1:10||00:14:22:b0:d1:11|9k3122j|<div style='background-color:green'>x</div>|
|ecs03|S1D02|10.128.20.121|00:14:22:b0:c2:0a||00:14:22:b0:c2:0b|FL3122J|<div style='background-color:green'>x</div>|
|hlt01|S1D02|10.128.20.120|00:14:22:b0:ca:9e||00:14:22:b0:ca:9f||<div style='background-color:green'>x</div>|
|plus01|S1D02|10.128.20.80|00:14:22:b0:c8:8e||00:14:22:b0:c8:8f|JL2122J|<div style='background-color:green'>x</div>|
|r2ecs01|S1D01|10.128.20.124|00:14:22:b0:c9:b7||00:14:22:b0:c9:b8|9DY122J|<div style='background-color:green'>x</div>|
|storectl01|S1D04|10.128.40.51|00:14:22:b0:c4:f8||00:14:22:B0:C4:f9||<div style='background-color:green'>x</div>|
|storerecv01|S1D02|10.128.40.52|00:14:22:B0:C5:9A|192.167.10.1|00:14:22:B0:C5:9B||<div style='background-color:green'>x</div>|
|storerecv02|S1D02|10.128.40.53|00:14:22:B0:C9:C6|192.167.10.2|00:14:22:B0:C9:C7||<div style='background-color:green'>x</div>|
|storestrm01|S1D02|10.128.40.54|00:14:22:B0:D1:2E|192.167.10.11|00:14:22:B0:D1:2F||<div style='background-color:green'>x</div>|
|storestrm02|S1D02|10.128.40.55|00:14:22:B0:C4:F5|192.167.10.12|00:14:22:B0:C4:F6||<div style='background-color:green'>x</div>|
|*SX8*||||||||
|build01|sx8|10.128.2.150|00:14:22:B0:C7:4E||00:14:22:B0:C7:4D||<div style='background-color:green'>x</div>|
|dcsgas01w|sx8|10.128.45.1|00:14:22:B0:C4:E0||00:14:22:B0:C4:DF|488222j|<div style='background-color:green'>x</div>|
|*UNKNOWN*||||||||
|bcmtell01||10.130.37.198|00:30:59:01:C8:A8|||||
|gw03|2885 r-07|10.128.2.3|00:14:22:B0:C5:f1|137.138.11.112|00:14:22:B0:C5:f2|JDC222J|<div style='background-color:green'>x</div>|
|profiles-info||||||||
|bcmtell01||10.130.37.198|00:30:59:01:C8:A8|||||
|dumopg03||10.130.69.203|00:30:59:01:c8:66|||||
|hcopg01||10.130.36.199|00:30:59:01:C4:0a|||||
|hlta06proto|virtual|0.0.0.0|00:00:00:00:00:00|0.0.0.0|00:00:00:00:00:00|Do not exist||
|hlta07proto|virtual|0.0.0.0|00:00:00:00:00:00|0.0.0.0|00:00:00:00:00:00|Do not exist||
|hlta08proto|virtual|0.0.0.0|00:00:00:00:00:00|0.0.0.0|00:00:00:00:00:00|Do not exist||
|hlte07proto|Do not exist|0.0.0.0|00:00:00:00:00:00|0.0.0.0|00:00:00:00:00:00|Do not exist||
|muhvdcsa02w|? no ping|10.130.20.50|00:14:22:B0:C8:2C||00:14:22:B0:C8:2B|hl3122j|<div style='background-color:green'>x</div>|
|muhvdcsc02w|? noping|10.130.20.51|00:14:22:B0:C9:C4||00:14:22:B0:C9:C3|53h122j|<div style='background-color:green'>x</div>|
|pshugin01||10.130.36.101|00:30:59:01:C8:7A|||||
|r1ukl113||10.130.30.1|00:30:59:01:C7:DA|||||
|r1ukl114||10.130.30.2|00:30:59:01:C7:DB|||||
|r1ukl116||10.130.30.4|00:30:59:01:C7:DD|||||
|r1ukl117||10.130.30.5|00:30:59:01:C7:DC|||||
|r1ukl118||10.130.30.6|00:30:59:01:C7:DE|||||
|r1ukl120||10.130.30.7|00:30:59:01:C8:12|||||
|r2dcs02w|? pinged|10.130.20.9|00:14:22:B0:C4:AE||00:14:22:B0:C4:AD|61r122j|<div style='background-color:green'>x</div>|
|r2hv01||10.130.30.91|00:30:59:01:7e:d1|||||
|riccpc001||10.130.30.2|00:30:59:02:aa:0e|||||
|storectl01proto|virtual||00:14:22:B0:C5:9B|10.128.40.52|00:14:22:B0:C5:9A|||
|tcasb01||10.130.36.81|00:30:59:01:C8:68|||||
|tcasb02||10.130.36.82|00:30:59:01:C8:64|||||
|tfc002|2 r-14|10.130.37.100|00:14:22:b0:c5:10|192.166.5.254|00:14:22:b0:c5:11|COR122J|<div style='background-color:green'>x</div>|
|tfchugin26||10.130.37.86|00:30:59:01:C9:47|||||
|tfcmunin01||10.130.37.79|00:30:59:01:C9:32|||||
|tfcodin01||10.130.37.11|00:30:59:01:C9:23|||||
|tfcodin02||10.130.37.12|00:30:59:01:C9:1F|||||
|tfcodin03||10.130.37.13|00:30:59:01:C9:19|||||
|tfcodin04||10.130.37.14|00:30:59:01:C9:18|||||
|tfcodin05||10.130.37.15|00:30:59:01:C9:1a|||||
|tfcodin06||10.130.37.16|00:30:59:01:C9:1E|||||
|tfcodin07||10.130.37.17|00:30:59:01:C9:16|||||
|tfcodin08||10.130.37.18|00:30:59:01:C9:17|||||
|tfcodin09||10.130.37.19|00:30:59:01:C9:1d|||||
|tfcodin10||10.130.37.20|00:30:59:01:C9:02|||||
|tfcodin11||10.130.37.21|00:30:59:01:C9:25|||||
|tfcodin12||10.130.37.22|00:30:59:01:C9:44|||||
|tfcodin13||10.130.37.23|00:30:59:01:C9:20|||||
|tfcodin16||10.130.37.26|00:30:59:01:C8:FC|||||
|tfcthor01||10.130.37.50|00:30:59:01:C9:06|||||
|tfcthor02||10.130.37.51|00:30:59:01:C9:07|||||
|tputell01||10.130.31.95|00:30:59:01:C8:BB|||||
|tpuvepr01||10.130.31.91|00:30:59:01:C7:C2|||||
|tpuvepr02||10.130.31.92|00:30:59:01:C7:C3|||||
|tpuvepr03||10.130.31.93|00:30:59:01:C7:C4|||||
|tpuvepr04||10.130.31.94|00:30:59:01:C7:C5|||||
|trghugin01||10.130.37.87|00:30:59:01:C9:4a|||||
|trgtell101||10.130.37.1|00:30:59:01:C7:AE|||||
|trgtell102||10.130.37.2|00:30:59:01:C9:6A|||||
|venik03|2885 2-3|10.128.20.192|00:19:bb:4b:D5:f2|||||
|vetellc50|test|10.130.31.85|00:30:59:01:C8:A1|||40dlautl00049||
|vetellc51|test|10.130.31.86|00:30:59:01:C8:CD|||40dlautl00061||
|vetellc52|test|10.130.31.87|00:30:59:01:C8:E1|||40dlautl00173||
|vetellc53|test|10.130.31.88|00:30:59:01:C8:E2|||40dlautl00174||
|vetellc54|test|10.130.31.89|00:30:59:01:C4:32|||40dlautl00203||
|vetellc55|test|10.130.31.90|00:30:59:01:C9:55|||40dlautl00245||
|web01|2885 r-07|10.128.2.7|00:14:22:B0:C6:4B|137.138.11.123|00:14:22:B0:C6:4C|D9D122J|<div style='background-color:green'>x</div>|
|web02|2885 r-07|10.128.2.9|00:30:48:7E:75:CC|10.128.2.9|00:30:48:7E:75:CD|SN0100008454|<div style='background-color:green'>x</div>|

